candidate_id,content_index,content_class_id,content_class,style_index,style_class_id,style_class,alpha,output_path,review_path,accepted,rejection_reason
conflict_078,6931,9,truck,5318,2,car,0.8,results/cue_conflicts/candidates/conflict_078.png,results/cue_conflicts/review/conflict_078.jpg,yes,
conflict_079,805,9,truck,7425,2,car,0.8,results/cue_conflicts/candidates/conflict_079.png,results/cue_conflicts/review/conflict_079.jpg,yes,
conflict_080,5981,9,truck,5183,2,car,0.8,results/cue_conflicts/candidates/conflict_080.png,results/cue_conflicts/review/conflict_080.jpg,no,severe artifact
conflict_081,5915,9,truck,6271,2,car,0.8,results/cue_conflicts/candidates/conflict_081.png,results/cue_conflicts/review/conflict_081.jpg,no,severe artifact
conflict_082,5788,9,truck,1520,2,car,0.8,results/cue_conflicts/candidates/conflict_082.png,results/cue_conflicts/review/conflict_082.jpg,yes,
conflict_083,2011,9,truck,3362,2,car,0.8,results/cue_conflicts/candidates/conflict_083.png,results/cue_conflicts/review/conflict_083.jpg,yes,
conflict_084,1515,9,truck,6503,2,car,0.8,results/cue_conflicts/candidates/conflict_084.png,results/cue_conflicts/review/conflict_084.jpg,yes,
conflict_085,7938,9,truck,2502,2,car,0.8,results/cue_conflicts/candidates/conflict_085.png,results/cue_conflicts/review/conflict_085.jpg,no,severe artifact
conflict_086,5301,9,truck,6028,2,car,0.8,results/cue_conflicts/candidates/conflict_086.png,results/cue_conflicts/review/conflict_086.jpg,yes,
conflict_087,4094,9,truck,1202,2,car,0.8,results/cue_conflicts/candidates/conflict_087.png,results/cue_conflicts/review/conflict_087.jpg,yes,
conflict_088,4723,9,truck,5218,2,car,0.8,results/cue_conflicts/candidates/conflict_088.png,results/cue_conflicts/review/conflict_088.jpg,yes,
conflict_089,1836,9,truck,409,2,car,0.8,results/cue_conflicts/candidates/conflict_089.png,results/cue_conflicts/review/conflict_089.jpg,yes,
conflict_090,5452,9,truck,6332,2,car,0.8,results/cue_conflicts/candidates/conflict_090.png,results/cue_conflicts/review/conflict_090.jpg,yes,
conflict_091,7995,9,truck,4065,2,car,0.8,results/cue_conflicts/candidates/conflict_091.png,results/cue_conflicts/review/conflict_091.jpg,yes,
conflict_092,131,9,truck,5677,2,car,0.8,results/cue_conflicts/candidates/conflict_092.png,results/cue_conflicts/review/conflict_092.jpg,yes,
conflict_093,1411,9,truck,317,2,car,0.8,results/cue_conflicts/candidates/conflict_093.png,results/cue_conflicts/review/conflict_093.jpg,yes,
conflict_094,1430,9,truck,483,2,car,0.8,results/cue_conflicts/candidates/conflict_094.png,results/cue_conflicts/review/conflict_094.jpg,yes,
conflict_095,3996,9,truck,5030,2,car,0.8,results/cue_conflicts/candidates/conflict_095.png,results/cue_conflicts/review/conflict_095.jpg,yes,
conflict_096,5284,9,truck,5756,2,car,0.8,results/cue_conflicts/candidates/conflict_096.png,results/cue_conflicts/review/conflict_096.jpg,yes,
conflict_097,5360,9,truck,5512,2,car,0.8,results/cue_conflicts/candidates/conflict_097.png,results/cue_conflicts/review/conflict_097.jpg,yes,
conflict_098,191,9,truck,3067,2,car,0.8,results/cue_conflicts/candidates/conflict_098.png,results/cue_conflicts/review/conflict_098.jpg,yes,
conflict_099,1022,9,truck,6244,2,car,0.8,results/cue_conflicts/candidates/conflict_099.png,results/cue_conflicts/review/conflict_099.jpg,yes,
conflict_100,7266,9,truck,5333,2,car,0.8,results/cue_conflicts/candidates/conflict_100.png,results/cue_conflicts/review/conflict_100.jpg,yes,
conflict_101,176,3,cat,568,5,dog,0.8,results/cue_conflicts/candidates/conflict_101.png,results/cue_conflicts/review/conflict_101.jpg,yes,
conflict_102,3383,3,cat,7130,5,dog,0.8,results/cue_conflicts/candidates/conflict_102.png,results/cue_conflicts/review/conflict_102.jpg,yes,
conflict_103,3562,3,cat,4953,5,dog,0.8,results/cue_conflicts/candidates/conflict_103.png,results/cue_conflicts/review/conflict_103.jpg,yes,
conflict_104,677,3,cat,2268,5,dog,0.8,results/cue_conflicts/candidates/conflict_104.png,results/cue_conflicts/review/conflict_104.jpg,yes,
conflict_105,7744,3,cat,5101,5,dog,0.8,results/cue_conflicts/candidates/conflict_105.png,results/cue_conflicts/review/conflict_105.jpg,yes,
conflict_106,2754,3,cat,7776,5,dog,0.8,results/cue_conflicts/candidates/conflict_106.png,results/cue_conflicts/review/conflict_106.jpg,yes,
conflict_107,1401,3,cat,97,5,dog,0.8,results/cue_conflicts/candidates/conflict_107.png,results/cue_conflicts/review/conflict_107.jpg,no,style not visible
conflict_108,6490,3,cat,6358,5,dog,0.8,results/cue_conflicts/candidates/conflict_108.png,results/cue_conflicts/review/conflict_108.jpg,no,style not visible
conflict_109,4881,3,cat,3353,5,dog,0.8,results/cue_conflicts/candidates/conflict_109.png,results/cue_conflicts/review/conflict_109.jpg,no,content not identifiable
conflict_110,4168,3,cat,4547,5,dog,0.8,results/cue_conflicts/candidates/conflict_110.png,results/cue_conflicts/review/conflict_110.jpg,yes,
conflict_111,7797,3,cat,1626,5,dog,0.8,results/cue_conflicts/candidates/conflict_111.png,results/cue_conflicts/review/conflict_111.jpg,yes,
conflict_112,3276,3,cat,4290,5,dog,0.8,results/cue_conflicts/candidates/conflict_112.png,results/cue_conflicts/review/conflict_112.jpg,no,style not visible
conflict_113,1263,3,cat,645,5,dog,0.8,results/cue_conflicts/candidates/conflict_113.png,results/cue_conflicts/review/conflict_113.jpg,yes,
conflict_114,4229,3,cat,4570,5,dog,0.8,results/cue_conflicts/candidates/conflict_114.png,results/cue_conflicts/review/conflict_114.jpg,yes,
conflict_115,632,3,cat,5701,5,dog,0.8,results/cue_conflicts/candidates/conflict_115.png,results/cue_conflicts/review/conflict_115.jpg,yes,
conflict_116,3914,3,cat,7706,5,dog,0.8,results/cue_conflicts/candidates/conflict_116.png,results/cue_conflicts/review/conflict_116.jpg,yes,
conflict_117,6952,3,cat,2427,5,dog,0.8,results/cue_conflicts/candidates/conflict_117.png,results/cue_conflicts/review/conflict_117.jpg,no,style not visible
conflict_118,4908,3,cat,1552,5,dog,0.8,results/cue_conflicts/candidates/conflict_118.png,results/cue_conflicts/review/conflict_118.jpg,yes,
conflict_119,1531,3,cat,2458,5,dog,0.8,results/cue_conflicts/candidates/conflict_119.png,results/cue_conflicts/review/conflict_119.jpg,yes,
conflict_120,3778,3,cat,3863,5,dog,0.8,results/cue_conflicts/candidates/conflict_120.png,results/cue_conflicts/review/conflict_120.jpg,yes,
conflict_121,1204,3,cat,378,5,dog,0.8,results/cue_conflicts/candidates/conflict_121.png,results/cue_conflicts/review/conflict_121.jpg,yes,
conflict_122,2539,3,cat,4850,5,dog,0.8,results/cue_conflicts/candidates/conflict_122.png,results/cue_conflicts/review/conflict_122.jpg,yes,
conflict_123,372,3,cat,1877,5,dog,0.8,results/cue_conflicts/candidates/conflict_123.png,results/cue_conflicts/review/conflict_123.jpg,yes,
conflict_124,4215,3,cat,3852,5,dog,0.8,results/cue_conflicts/candidates/conflict_124.png,results/cue_conflicts/review/conflict_124.jpg,yes,
conflict_125,791,3,cat,2623,5,dog,0.8,results/cue_conflicts/candidates/conflict_125.png,results/cue_conflicts/review/conflict_125.jpg,yes,
conflict_126,7706,5,dog,1204,3,cat,0.8,results/cue_conflicts/candidates/conflict_126.png,results/cue_conflicts/review/conflict_126.jpg,yes,
conflict_127,7130,5,dog,4023,3,cat,0.8,results/cue_conflicts/candidates/conflict_127.png,results/cue_conflicts/review/conflict_127.jpg,yes,
conflict_128,5701,5,dog,5528,3,cat,0.8,results/cue_conflicts/candidates/conflict_128.png,results/cue_conflicts/review/conflict_128.jpg,yes,
conflict_129,3852,5,dog,672,3,cat,0.8,results/cue_conflicts/candidates/conflict_129.png,results/cue_conflicts/review/conflict_129.jpg,yes,
conflict_130,97,5,dog,1563,3,cat,0.8,results/cue_conflicts/candidates/conflict_130.png,results/cue_conflicts/review/conflict_130.jpg,yes,
conflict_131,1644,5,dog,3383,3,cat,0.8,results/cue_conflicts/candidates/conflict_131.png,results/cue_conflicts/review/conflict_131.jpg,yes,
conflict_132,5332,5,dog,2754,3,cat,0.8,results/cue_conflicts/candidates/conflict_132.png,results/cue_conflicts/review/conflict_132.jpg,yes,
conflict_133,7041,5,dog,3562,3,cat,0.8,results/cue_conflicts/candidates/conflict_133.png,results/cue_conflicts/review/conflict_133.jpg,yes,
conflict_134,1877,5,dog,3276,3,cat,0.8,results/cue_conflicts/candidates/conflict_134.png,results/cue_conflicts/review/conflict_134.jpg,no,severe artifact
conflict_135,7776,5,dog,6490,3,cat,0.8,results/cue_conflicts/candidates/conflict_135.png,results/cue_conflicts/review/conflict_135.jpg,yes,
conflict_136,5101,5,dog,4215,3,cat,0.8,results/cue_conflicts/candidates/conflict_136.png,results/cue_conflicts/review/conflict_136.jpg,yes,
conflict_137,2427,5,dog,1263,3,cat,0.8,results/cue_conflicts/candidates/conflict_137.png,results/cue_conflicts/review/conflict_137.jpg,yes,
conflict_138,2391,5,dog,738,3,cat,0.8,results/cue_conflicts/candidates/conflict_138.png,results/cue_conflicts/review/conflict_138.jpg,yes,
conflict_139,4547,5,dog,2861,3,cat,0.8,results/cue_conflicts/candidates/conflict_139.png,results/cue_conflicts/review/conflict_139.jpg,yes,
conflict_140,2265,5,dog,7793,3,cat,0.8,results/cue_conflicts/candidates/conflict_140.png,results/cue_conflicts/review/conflict_140.jpg,yes,
conflict_141,5381,5,dog,4609,3,cat,0.8,results/cue_conflicts/candidates/conflict_141.png,results/cue_conflicts/review/conflict_141.jpg,yes,
conflict_142,6922,5,dog,2291,3,cat,0.8,results/cue_conflicts/candidates/conflict_142.png,results/cue_conflicts/review/conflict_142.jpg,no,style not visible
conflict_143,6358,5,dog,365,3,cat,0.8,results/cue_conflicts/candidates/conflict_143.png,results/cue_conflicts/review/conflict_143.jpg,yes,
conflict_144,2623,5,dog,7416,3,cat,0.8,results/cue_conflicts/candidates/conflict_144.png,results/cue_conflicts/review/conflict_144.jpg,no,style not visible
conflict_145,6989,5,dog,391,3,cat,0.8,results/cue_conflicts/candidates/conflict_145.png,results/cue_conflicts/review/conflict_145.jpg,yes,
conflict_146,1626,5,dog,4168,3,cat,0.8,results/cue_conflicts/candidates/conflict_146.png,results/cue_conflicts/review/conflict_146.jpg,yes,
conflict_147,2334,5,dog,4908,3,cat,0.8,results/cue_conflicts/candidates/conflict_147.png,results/cue_conflicts/review/conflict_147.jpg,yes,
conflict_148,6224,5,dog,176,3,cat,0.8,results/cue_conflicts/candidates/conflict_148.png,results/cue_conflicts/review/conflict_148.jpg,yes,
conflict_149,4850,5,dog,4821,3,cat,0.8,results/cue_conflicts/candidates/conflict_149.png,results/cue_conflicts/review/conflict_149.jpg,yes,
conflict_150,7474,5,dog,7744,3,cat,0.8,results/cue_conflicts/candidates/conflict_150.png,results/cue_conflicts/review/conflict_150.jpg,no,severe artifact
conflict_151,1124,4,deer,6381,6,horse,0.8,results/cue_conflicts/candidates/conflict_151.png,results/cue_conflicts/review/conflict_151.jpg,yes,
conflict_152,691,4,deer,5858,6,horse,0.8,results/cue_conflicts/candidates/conflict_152.png,results/cue_conflicts/review/conflict_152.jpg,yes,
conflict_153,3458,4,deer,7726,6,horse,0.8,results/cue_conflicts/candidates/conflict_153.png,results/cue_conflicts/review/conflict_153.jpg,yes,
conflict_154,7692,4,deer,4341,6,horse,0.8,results/cue_conflicts/candidates/conflict_154.png,results/cue_conflicts/review/conflict_154.jpg,yes,
conflict_155,1211,4,deer,4011,6,horse,0.8,results/cue_conflicts/candidates/conflict_155.png,results/cue_conflicts/review/conflict_155.jpg,yes,
conflict_156,2757,4,deer,977,6,horse,0.8,results/cue_conflicts/candidates/conflict_156.png,results/cue_conflicts/review/conflict_156.jpg,yes,
conflict_157,506,4,deer,4731,6,horse,0.8,results/cue_conflicts/candidates/conflict_157.png,results/cue_conflicts/review/conflict_157.jpg,no,severe artifact
conflict_158,3034,4,deer,4411,6,horse,0.8,results/cue_conflicts/candidates/conflict_158.png,results/cue_conflicts/review/conflict_158.jpg,yes,
conflict_159,4642,4,deer,3779,6,horse,0.8,results/cue_conflicts/candidates/conflict_159.png,results/cue_conflicts/review/conflict_159.jpg,yes,
conflict_160,7475,4,deer,1534,6,horse,0.8,results/cue_conflicts/candidates/conflict_160.png,results/cue_conflicts/review/conflict_160.jpg,yes,
conflict_161,171,4,deer,3494,6,horse,0.8,results/cue_conflicts/candidates/conflict_161.png,results/cue_conflicts/review/conflict_161.jpg,yes,
conflict_162,7944,4,deer,3292,6,horse,0.8,results/cue_conflicts/candidates/conflict_162.png,results/cue_conflicts/review/conflict_162.jpg,yes,
conflict_163,3179,4,deer,920,6,horse,0.8,results/cue_conflicts/candidates/conflict_163.png,results/cue_conflicts/review/conflict_163.jpg,yes,
conflict_164,6508,4,deer,3191,6,horse,0.8,results/cue_conflicts/candidates/conflict_164.png,results/cue_conflicts/review/conflict_164.jpg,yes,
conflict_165,5402,4,deer,2003,6,horse,0.8,results/cue_conflicts/candidates/conflict_165.png,results/cue_conflicts/review/conflict_165.jpg,yes,
conflict_166,5556,4,deer,449,6,horse,0.8,results/cue_conflicts/candidates/conflict_166.png,results/cue_conflicts/review/conflict_166.jpg,yes,
conflict_167,7610,4,deer,4827,6,horse,0.8,results/cue_conflicts/candidates/conflict_167.png,results/cue_conflicts/review/conflict_167.jpg,yes,
conflict_168,3994,4,deer,1667,6,horse,0.8,results/cue_conflicts/candidates/conflict_168.png,results/cue_conflicts/review/conflict_168.jpg,yes,
conflict_169,7864,4,deer,7996,6,horse,0.8,results/cue_conflicts/candidates/conflict_169.png,results/cue_conflicts/review/conflict_169.jpg,yes,
conflict_170,5062,4,deer,7108,6,horse,0.8,results/cue_conflicts/candidates/conflict_170.png,results/cue_conflicts/review/conflict_170.jpg,yes,
conflict_171,3365,4,deer,5580,6,horse,0.8,results/cue_conflicts/candidates/conflict_171.png,results/cue_conflicts/review/conflict_171.jpg,yes,
conflict_172,1266,4,deer,2676,6,horse,0.8,results/cue_conflicts/candidates/conflict_172.png,results/cue_conflicts/review/conflict_172.jpg,yes,
conflict_173,3122,4,deer,929,6,horse,0.8,results/cue_conflicts/candidates/conflict_173.png,results/cue_conflicts/review/conflict_173.jpg,yes,
conflict_174,6528,4,deer,5082,6,horse,0.8,results/cue_conflicts/candidates/conflict_174.png,results/cue_conflicts/review/conflict_174.jpg,yes,
conflict_175,855,4,deer,3844,6,horse,0.8,results/cue_conflicts/candidates/conflict_175.png,results/cue_conflicts/review/conflict_175.jpg,yes,
conflict_176,5382,6,horse,7475,4,deer,0.8,results/cue_conflicts/candidates/conflict_176.png,results/cue_conflicts/review/conflict_176.jpg,yes,
conflict_177,4011,6,horse,5213,4,deer,0.8,results/cue_conflicts/candidates/conflict_177.png,results/cue_conflicts/review/conflict_177.jpg,no,style not visible
conflict_178,5082,6,horse,4740,4,deer,0.8,results/cue_conflicts/candidates/conflict_178.png,results/cue_conflicts/review/conflict_178.jpg,yes,
conflict_179,4411,6,horse,2757,4,deer,0.8,results/cue_conflicts/candidates/conflict_179.png,results/cue_conflicts/review/conflict_179.jpg,yes,
conflict_180,890,6,horse,6288,4,deer,0.8,results/cue_conflicts/candidates/conflict_180.png,results/cue_conflicts/review/conflict_180.jpg,yes,
conflict_181,3418,6,horse,3891,4,deer,0.8,results/cue_conflicts/candidates/conflict_181.png,results/cue_conflicts/review/conflict_181.jpg,yes,
conflict_182,4254,6,horse,766,4,deer,0.8,results/cue_conflicts/candidates/conflict_182.png,results/cue_conflicts/review/conflict_182.jpg,yes,
conflict_183,4620,6,horse,6508,4,deer,0.8,results/cue_conflicts/candidates/conflict_183.png,results/cue_conflicts/review/conflict_183.jpg,yes,
conflict_184,920,6,horse,1266,4,deer,0.8,results/cue_conflicts/candidates/conflict_184.png,results/cue_conflicts/review/conflict_184.jpg,yes,
conflict_185,3494,6,horse,3179,4,deer,0.8,results/cue_conflicts/candidates/conflict_185.png,results/cue_conflicts/review/conflict_185.jpg,yes,
conflict_186,545,6,horse,3365,4,deer,0.8,results/cue_conflicts/candidates/conflict_186.png,results/cue_conflicts/review/conflict_186.jpg,yes,
